gross_ceded,res_cat,entry_no,val_standard,val_rate,category,total,industrial,ordinary,credit,group
gross,05,0500028,MOD '35-39 INTER-CO '58 CSO 6%,6%,Disability - Active,209873,NA,209873,NA,NA
gross,05,0500029,MOD '35-39 INTER-CO '80 CSO 4.5%,4.5%,Disability - Active,214564,NA,214564,NA,NA
gross,05,0500030,MOD '35-39 INTER-CO '80 CSO 5%,5%,Disability - Active,197653,NA,197653,NA,NA
gross,05,0500031,MOD '35-39 INTER-CO '80 CSO 5.5%,5.5%,Disability - Active,492168,NA,492168,NA,NA
gross,05,0500032,MOD '35-39 INTER-CO '80 CSO 6%,6%,Disability - Active,11894,NA,11894,NA,NA
gross,06,0600001,"26 Class (3)*, 2.5%, 32-64",2.5%,Disability - Disabled,1841,NA,1841,NA,NA
gross,06,0600002,MOD '30-50 INTER-CO '58 CSO 3%,3%,Disability - Disabled,628949,NA,628949,NA,NA
gross,06,0600003,"52 INTERCO DISA, 30-50 termination rates*, 2.5%, 65 and later, NB",2.5%,Disability - Disabled,40398,NA,40398,NA,NA
gross,06,0600004,"52 INTERCO DISA, 30-50 termination rates, 3%, 31 & prior, cert ben 61 & later, NB.",3%,Disability - Disabled,310788,NA,310788,NA,NA
gross,06,0600005,"52 INTERCO DISA, 30-50 termination rates*, 3%, UL, 83 and later",3%,Disability - Disabled,13562006,NA,13562006,NA,NA
gross,06,0600006,"52 INTERCO DISA, 30-50 termination rates, 3.5%, Gr Lf Inc Bn, All Years",3.5%,Disability - Disabled,2352627,NA,NA,NA,2352627
gross,06,0600007,"52 INTERCO DISA, 30-50 termination rates, 4%, Gr Lf Inc Bn 79 & later, NB",4%,Disability - Disabled,7769542,NA,NA,NA,7769542
gross,06,0600008,"52 INTERCO DISA, 30-50 termination rates*, 4.5%, UL",4.5%,Disability - Disabled,31903945,NA,31903945,NA,NA
gross,06,0600009,"64 CDT, 2.5%",2.5%,Disability - Disabled,168473,NA,NA,NA,168473
gross,06,0600010,"70 INTERCO DISA, 3%",3%,Disability - Disabled,787510,NA,NA,NA,787510
gross,06,0600011,"87 CDT, 4.5%,",4.5%,Disability - Disabled,1127227,NA,NA,NA,1127227
gross,06,0600012,"87 CDT, 5%,",5%,Disability - Disabled,247119,NA,NA,NA,247119
gross,06,0600013,"87 CDT, 5.5%",5.5%,Disability - Disabled,742414,NA,NA,NA,742414
gross,06,0600014,1952 Dis Study (Per 2) 3.5%,3.5%,Disability - Disabled,86080,NA,86080,NA,NA
gross,06,0600015,"70 INTERCO DISA, 3%, GR LF EX DTH BN, all years",3%,Disability - Disabled,2332072,NA,NA,NA,2332072
gross,06,0600016,"70 INTERCO DISA, 3.5%, GR LF EX DTH BN, 78 & prior",3.5%,Disability - Disabled,1337784,NA,NA,NA,1337784
gross,06,0600017,"70 INTERCO DISA, 4%, GR LF EX DTH BN, 79 & later, NB",4%,Disability - Disabled,12558931,NA,NA,NA,12558931
gross,06,0600018,"70 INTERCO DISA, 4%, GR LF EX DTH BN, UL, 79 & later, NB",4%,Disability - Disabled,663,NA,NA,NA,663
gross,06,0600019,"70 INTERCO DISA, 4.5%, GR LF EX DTH BN, 92 & later, NB",4.5%,Disability - Disabled,5416302,NA,NA,NA,5416302
gross,06,0600020,"70 INTERCO DISA, 5%, GR LF EX DTH BN, 93-94, 97 & later, NB",5%,Disability - Disabled,586736,NA,NA,NA,586736
gross,06,0600021,"70 INTERCO DISA, 5.5%, GR LF EX DTH BN, 88-92",5.5%,Disability - Disabled,666748,NA,NA,NA,666748
gross,06,0600022,"2005 SOA GRP WAIVER (MOD), 3.5%, 78 & prior",3.5%,Disability - Disabled,652898556,NA,NA,NA,652898556
gross,06,0600023,"2005 SOA GRP WAIVER (MOD), 4%, 79 & later, NB",4%,Disability - Disabled,351441378,NA,NA,NA,351441378
gross,06,0600024,"2005 SOA GRP WAIVER (MOD), 4.5%, 92 & later, NB",4.5%,Disability - Disabled,14257539,NA,NA,NA,14257539
gross,06,0600025,"2005 SOA GRP WAIVER (MOD), 6%, 91 & prior",6%,Disability - Disabled,27999411,NA,NA,NA,27999411
gross,06,0600026,"2005 SOA GRP WAIVER (MOD), 4%, UL, 79 & later, NB",4%,Disability - Disabled,24097225,NA,NA,NA,24097225
gross,06,0600027,"2005 SOA GRP WAIVER (MOD), 4.5%, UL, 92 & later, NB",4.5%,Disability - Disabled,205816,NA,NA,NA,205816
gross,06,0600028,"70 INTERCO DISA, 4.5% NSP, SINCE 1995",4.5%,Disability - Disabled,15001469,NA,NA,NA,15001469
gross,06,0600029,"70 INTERCO DISA, 5.0% NSP, 1993-1994",5.0%,Disability - Disabled,111482,NA,NA,NA,111482
gross,06,0600030,"70 INTERCO DISA, 5.5% NSP, 1986-1992",5.5%,Disability - Disabled,121979,NA,NA,NA,121979
gross,06,0600031,"26 Class (3)*, 41 CSO 2.50%",2.50%,Disability - Disabled,475151,NA,475151,NA,NA
gross,06,0600032,"26 Class (3)*, 58 CSO 2.75%",2.75%,Disability - Disabled,3475643,NA,3475643,NA,NA
gross,06,0600033,"26 Class (3)*, AM 2.75%",2.75%,Disability - Disabled,185,NA,185,NA,NA
gross,06,0600034,"52 INTERCO DISA, Period 2*, 01 CSO, 4%",4%,Disability - Disabled,8761893,NA,8747786,NA,14107
gross,06,0600035,"52 INTERCO DISA, Period 2*, 58 CSO, 2.50%",2.50%,Disability - Disabled,1509387,NA,1509387,NA,NA
gross,06,0600036,"52 INTERCO DISA, Period 2*, 58 CSO, 2.75%",2.75%,Disability - Disabled,10995160,NA,10995160,NA,NA
gross,06,0600037,"52 INTERCO DISA, Period 2*, 58 CSO, 3%",3%,Disability - Disabled,52883,NA,52883,NA,NA
gross,06,0600038,"52 INTERCO DISA, Period 2*, 58 CSO, 4%",4%,Disability - Disabled,4950010,NA,4950010,NA,NA
gross,06,0600039,"52 INTERCO DISA, Period 2*, 58 CSO, 4.50%",4.50%,Disability - Disabled,9651933,NA,9651933,NA,NA
gross,06,0600040,"52 INTERCO DISA, Period 2*, 80 CSO, 2.50%",2.50%,Disability - Disabled,88421,NA,88421,NA,NA
gross,06,0600041,"52 INTERCO DISA, Period 2*, 80 CSO, 4%",4%,Disability - Disabled,8780795,NA,8726095,NA,54700
gross,06,0600042,"52 INTERCO DISA, Period 2*, 80 CSO, 4.25%",4.25%,Disability - Disabled,850,NA,850,NA,NA
gross,06,0600043,"52 INTERCO DISA, Period 2*, 80 CSO, 4.50%",4.50%,Disability - Disabled,168107730,NA,165224498,NA,2883232
gross,06,0600044,"01 CSO, 3.5%",3.5%,Disability - Disabled,1972541,NA,NA,NA,1972541
gross,06,0600045,"52 INTERCO DISA, Period 2*, 01 CSO, 3.5%",3.5%,Disability - Disabled,4960572,NA,4960572,NA,NA
gross,06,0600046,"52 INTERCO DISA, Period 2*, 01 CSO, 4.5%",4.5%,Disability - Disabled,1999,NA,1999,NA,NA
gross,06,0600047,MOD '30-50 INTER-CO '58 CSO 4%,4%,Disability - Disabled,523548,NA,523548,NA,NA
gross,06,0600048,MOD '30-50 INTER-CO '58 CSO 4.5%,4.5%,Disability - Disabled,334867,NA,334867,NA,NA
gross,06,0600049,MOD '30-50 INTER-CO '58 CSO 5.5%,5.5%,Disability - Disabled,3288,NA,3288,NA,NA
gross,06,0600050,MOD '30-50 INTER-CO '58 CSO 6%,6%,Disability - Disabled,375588,NA,375588,NA,NA
gross,06,0600051,MOD '30-50 INTER-CO '80 CSO 4.5%,4.5%,Disability - Disabled,632613,NA,632613,NA,NA
gross,06,0600052,MOD '30-50 INTER-CO '80 CSO 5%,5%,Disability - Disabled,483487,NA,483487,NA,NA
gross,06,0600053,MOD '30-50 INTER-CO '80 CSO 5.5%,5.5%,Disability - Disabled,1292148,NA,1292148,NA,NA
gross,06,0600054,MOD '30-50 INTER-CO '80 CSO 6%,6%,Disability - Disabled,11802,NA,11802,NA,NA
gross,07,0700001,For excess of valuation net premiums over corresponding gross premiums,NA,Miscellaneous,690208005,NA,635657948,NA,54550057
gross,07,0700002,schedule                                                                                                                      ,NA,Miscellaneous,8875539,NA,8875539,NA,NA
gross,07,0700003,"For extra mortality on pol. converted from Grp, computed at 5%, 93 and later",5%,Miscellaneous,119023760,NA,NA,NA,119023760
gross,07,0700004,For non-UL adjustments not included in Section A above,NA,Miscellaneous,326996313,NA,NA,NA,326996313
gross,07,0700005,For UL adjustments not included in Section A above,NA,Miscellaneous,104623576,NA,330899,NA,104292677
gross,07,0700006,For variable life insurance minimum death benefit guarantees,NA,Miscellaneous,31140734,NA,31140734,NA,NA
gross,07,0700007,Earnings enhancement benefits,NA,Miscellaneous,5815,NA,5815,NA,NA
gross,07,0700008,Additional actuarial reserves- Asset/liability analysis,NA,Miscellaneous,217736033,NA,NA,NA,217736033
gross,07,0700009,AG43 Standard Scenario Excess,NA,Miscellaneous,325520014,NA,313188965,NA,12331049
ceded,01,0199998,Reinsurance ceded,NA,Life Insurance,-15340449910,-347190154,-14989340212,NA,-3919544
ceded,02,0299998,Reinsurance ceded,NA,Annuities,-911164042,NA,-4681836,NA,-906482206
ceded,03,0399998,Reinsurance ceded,NA,Supp Conts with Life Conts,-34732,NA,NA,NA,-34732
ceded,04,0499998,Reinsurance ceded,NA,Accidental Death Bens,-16482526,-7055,-16475471,NA,NA
ceded,05,0599998,Reinsurance ceded,NA,Disability - Active,-44442659,-994864,-43447795,NA,NA
ceded,06,0699998,Reinsurance ceded,NA,Disability - Disabled,-57903871,NA,-53268332,NA,-4635539
ceded,07,0799998,Reinsurance ceded,NA,Miscellaneous,-149449910,NA,-149449910,NA,NA
